,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size,num_workers,device
0,1,1,2.79660680770874,0.09875,7.94709587097168,10.448614835739136,0.001,64,0,cuda
1,1,2,2.2999017429351807,0.14625,3.5190045833587646,13.978196144104004,0.001,64,0,cuda
2,1,3,2.260732069015503,0.1575,3.2832131385803223,17.269496202468872,0.001,64,0,cuda
3,1,4,2.160138988494873,0.19125,3.8533921241760254,21.12899684906006,0.001,64,0,cuda
4,1,5,2.1040856075286865,0.21875,3.6746904850006104,24.810769081115723,0.001,64,0,cuda
5,1,6,2.0208897590637207,0.22125,4.194743871688843,29.013610363006592,0.001,64,0,cuda
6,1,7,1.9021169281005859,0.2925,3.332369327545166,32.35395336151123,0.001,64,0,cuda
7,1,8,1.8230652379989625,0.31125,3.1249969005584717,35.48501467704773,0.001,64,0,cuda
8,1,9,1.767510781288147,0.3375,3.1192691326141357,38.611409425735474,0.001,64,0,cuda
9,1,10,1.6979328346252442,0.3525,3.1158580780029297,41.73333191871643,0.001,64,0,cuda
10,1,11,1.6162437534332275,0.3725,3.069305896759033,44.80953764915466,0.001,64,0,cuda
11,1,12,1.577602515220642,0.38625,3.065349578857422,47.88171672821045,0.001,64,0,cuda
12,1,13,1.5137340688705445,0.3825,3.051333427429199,50.940181732177734,0.001,64,0,cuda
13,1,14,1.3955387449264527,0.4375,3.104160785675049,54.051451206207275,0.001,64,0,cuda
14,1,15,1.4022246789932251,0.465,3.052501678466797,57.11096525192261,0.001,64,0,cuda
15,1,16,1.3730264806747436,0.4475,3.092710018157959,60.21165919303894,0.001,64,0,cuda
16,1,17,1.2705829954147339,0.495,3.1610729694366455,63.379709005355835,0.001,64,0,cuda
17,1,18,1.290976309776306,0.51375,3.113132953643799,66.50081515312195,0.001,64,0,cuda
18,1,19,1.2943686437606812,0.51125,3.121194362640381,69.63008522987366,0.001,64,0,cuda
19,1,20,1.2880272674560547,0.50125,3.13276743888855,72.7699282169342,0.001,64,0,cuda
20,1,21,1.1496999502182006,0.54875,3.148874044418335,75.92780637741089,0.001,64,0,cuda
21,1,22,1.1967181491851806,0.525,3.084850311279297,79.02161931991577,0.001,64,0,cuda
22,1,23,1.145950403213501,0.5575,3.0964317321777344,82.1261613368988,0.001,64,0,cuda
23,1,24,1.0844251441955566,0.59625,3.0909194946289062,85.22506213188171,0.001,64,0,cuda
24,1,25,1.1233408880233764,0.5625,3.1396548748016357,88.37273001670837,0.001,64,0,cuda
25,1,26,1.1095291376113892,0.5925,3.1171178817749023,91.49884128570557,0.001,64,0,cuda
26,1,27,1.1508480739593505,0.5725,3.074846029281616,94.58414387702942,0.001,64,0,cuda
27,1,28,1.055283966064453,0.60375,3.1403183937072754,97.73397064208984,0.001,64,0,cuda
28,1,29,1.0261286497116089,0.6125,3.0924723148345947,100.83549761772156,0.001,64,0,cuda
29,1,30,1.0290872263908386,0.6225,3.1361002922058105,103.97963905334473,0.001,64,0,cuda
30,1,31,0.9730437278747559,0.63625,3.08457350730896,107.07263016700745,0.001,64,0,cuda
31,1,32,0.936783652305603,0.66125,3.084296703338623,110.16685557365417,0.001,64,0,cuda
32,1,33,0.9115986967086792,0.66625,3.144348621368408,113.3199291229248,0.001,64,0,cuda
33,1,34,0.9286026096343994,0.6575,3.1073217391967773,116.43634128570557,0.001,64,0,cuda
34,1,35,0.9257589769363403,0.655,3.1289591789245605,119.5737419128418,0.001,64,0,cuda
35,1,36,0.8773547077178955,0.6875,3.157047748565674,122.73983025550842,0.001,64,0,cuda
36,1,37,0.9199353766441345,0.6725,3.123889923095703,125.87272000312805,0.001,64,0,cuda
37,1,38,0.8335291528701783,0.6825,3.107523202896118,128.98929142951965,0.001,64,0,cuda
38,1,39,0.8334913921356201,0.69375,3.1221320629119873,132.12036609649658,0.001,64,0,cuda
39,1,40,0.8087873077392578,0.7075,3.11505389213562,135.24599480628967,0.001,64,0,cuda
40,1,41,0.7509994220733642,0.73875,3.166076421737671,138.42180466651917,0.001,64,0,cuda
41,1,42,0.7440095186233521,0.72625,3.150728464126587,141.5836398601532,0.001,64,0,cuda
42,1,43,0.7204270315170288,0.7525,3.1516127586364746,144.74467706680298,0.001,64,0,cuda
43,1,44,0.6534038317203522,0.7625,3.113739013671875,147.87057971954346,0.001,64,0,cuda
44,1,45,0.6108189940452575,0.77375,3.0997633934020996,150.98064494132996,0.001,64,0,cuda
45,1,46,0.5254367709159851,0.79875,3.0906624794006348,154.0816614627838,0.001,64,0,cuda
46,1,47,0.5367329227924347,0.8125,3.094799757003784,157.18759059906006,0.001,64,0,cuda
47,1,48,0.5325841522216797,0.82375,3.1192100048065186,160.31787538528442,0.001,64,0,cuda
48,1,49,0.49626720905303956,0.835,3.10882568359375,163.43701076507568,0.001,64,0,cuda
49,1,50,0.4686032283306122,0.83,3.1467671394348145,166.59503531455994,0.001,64,0,cuda
50,1,51,0.4229163062572479,0.85375,3.12450909614563,169.72997450828552,0.001,64,0,cuda
51,1,52,0.4799031054973602,0.82625,3.1358718872070312,172.87677311897278,0.001,64,0,cuda
52,1,53,0.4782180869579315,0.8225,3.113658905029297,176.00065207481384,0.001,64,0,cuda
53,1,54,0.4716790020465851,0.81625,3.1479928493499756,179.15878582000732,0.001,64,0,cuda
54,1,55,0.363495329618454,0.8575,3.1129679679870605,182.28299832344055,0.001,64,0,cuda
55,1,56,0.38491338133811953,0.8675,3.0967087745666504,185.39076328277588,0.001,64,0,cuda
56,1,57,0.3242927002906799,0.88375,3.079955577850342,188.48199796676636,0.001,64,0,cuda
57,1,58,0.32989943623542783,0.86625,3.1090376377105713,191.60201168060303,0.001,64,0,cuda
58,1,59,0.3169829523563385,0.90125,3.1284611225128174,194.74145889282227,0.001,64,0,cuda
59,1,60,0.4059311366081238,0.86625,3.1033411026000977,197.8558475971222,0.001,64,0,cuda
60,1,61,0.3424700927734375,0.89375,3.130218744277954,200.99816155433655,0.001,64,0,cuda
61,1,62,0.32133833289146424,0.88125,3.112689256668091,204.12010383605957,0.001,64,0,cuda
62,1,63,0.4341955578327179,0.865,3.08577823638916,207.2141296863556,0.001,64,0,cuda
63,1,64,0.34787060737609865,0.86875,3.1850852966308594,210.407231092453,0.001,64,0,cuda
64,1,65,0.2938885259628296,0.905,3.1108546257019043,213.52605843544006,0.001,64,0,cuda
65,1,66,0.23694770514965058,0.915,3.1673359870910645,216.70243096351624,0.001,64,0,cuda
66,1,67,0.23275803297758102,0.9175,3.1292269229888916,219.83975481987,0.001,64,0,cuda
67,1,68,0.3809927999973297,0.8725,3.1318130493164062,222.97977137565613,0.001,64,0,cuda
68,1,69,0.2730996823310852,0.91125,3.1129860877990723,226.10092186927795,0.001,64,0,cuda
